Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Foot Locker,1128299,12/3/22,South,Louisiana,New Orleans,Women's Athletic Footwear,$72.00 ,390,"$28,080 ","$15,162 ",135%,Online
Sports Direct,1197831,12/3/22,South,Tennessee,Knoxville,Women's Apparel,$24.00 ,402,"$9,660 ","$6,570 ",170%,Online
West Gear,1185732,12/3/22,Northeast,West Virginia,Charleston,Women's Apparel,$50.00 ,812,"$406,250 ","$162,500 ",100%,In-store
West Gear,1185732,12/3/22,West,Utah,Salt Lake City,Men's Street Footwear,$29.00 ,420,"$12,180 ","$6,332 ",130%,Online
Foot Locker,1185732,12/3/22,Northeast,West Virginia,Charleston,Women's Athletic Footwear,$40.00 ,812,"$325,000 ","$130,000 ",100%,In-store
Amazon,1185732,12/3/22,Midwest,Ohio,Columbus,Women's Apparel,$37.00 ,202,"$7,492 ","$4,045 ",135%,Online
Foot Locker,1128299,12/3/22,Southeast,Virginia,Richmond,Men's Athletic Footwear,$53.00 ,600,"$31,800 ","$13,355 ",105%,Outlet
Foot Locker,1185732,12/3/22,Midwest,North Dakota,Fargo,Women's Street Footwear,$19.00 ,140,"$2,660 ","$1,090 ",102%,Online
Foot Locker,1185732,12/3/22,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$46.00 ,140,"$6,440 ","$2,512 ",98%,Outlet
Kohl's,1128299,12/3/22,West,New Mexico,Albuquerque,Men's Athletic Footwear,$61.00 ,455,"$27,755 ","$13,878 ",125%,Online
Walmart,1128299,12/3/22,Southeast,Florida,Orlando,Men's Apparel,$47.00 ,150,"$7,050 ","$1,550 ",55%,Outlet
Sports Direct,1197831,12/3/22,West,Idaho,Boise,Men's Apparel,$54.00 ,265,"$14,310 ","$7,155 ",125%,Online
West Gear,1128299,12/4/22,West,Oregon,Portland,Women's Street Footwear,$55.00 ,875,"$481,250 ","$168,438 ",88%,In-store
Foot Locker,1185732,12/4/22,Northeast,New Hampshire,Manchester,Men's Street Footwear,$71.00 ,422,"$29,998 ","$16,498 ",138%,Online
Sports Direct,1197831,12/4/22,South,Texas,Dallas,Men's Street Footwear,$55.00 ,1812,"$996,875 ","$398,750 ",100%,Outlet
Foot Locker,1185732,12/4/22,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$67.00 ,310,"$20,770 ","$14,332 ",172%,Online
Foot Locker,1185732,12/4/22,South,Mississippi,Jackson,Women's Street Footwear,$11.00 ,310,"$3,410 ","$1,535 ",112%,Outlet
West Gear,1128299,12/4/22,South,Louisiana,New Orleans,Women's Apparel,$46.00 ,445,"$20,470 ","$8,188 ",100%,Outlet
Amazon,1185732,12/4/22,Northeast,Maine,Portland,Women's Athletic Footwear,$45.00 ,437,"$196,875 ","$59,062 ",75%,Outlet
Sports Direct,1128299,12/4/22,Southeast,Georgia,Atlanta,Women's Apparel,$70.00 ,1187,"$831,250 ","$207,812 ",62%,Online
Foot Locker,1185732,12/4/22,Northeast,Delaware,Wilmington,Women's Athletic Footwear,$32.00 ,110,"$3,520 ","$1,795 ",128%,Online
Walmart,1197831,12/4/22,South,Arkansas,Little Rock,Men's Athletic Footwear,$14.00 ,330,"$4,620 ","$1,848 ",100%,Outlet
West Gear,1185732,12/4/22,West,Utah,Salt Lake City,Women's Apparel,$18.00 ,372,"$6,705 ","$3,688 ",138%,Outlet
Amazon,1185732,12/4/22,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,$55.00 ,562,"$309,375 ","$92,812 ",75%,Outlet
Amazon,1185732,12/4/22,West,Alaska,Anchorage,Women's Apparel,$67.00 ,315,"$21,105 ","$8,865 ",105%,Online
West Gear,1185732,12/4/22,Northeast,New York,Albany,Women's Athletic Footwear,$50.00 ,1437,"$718,750 ","$215,625 ",75%,In-store
Kohl's,1185732,12/4/22,Northeast,New York,Albany,Women's Apparel,$70.00 ,1687,"$1,181,250 ","$590,625 ",125%,In-store
Foot Locker,1185732,12/4/22,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$60.00 ,187,"$112,500 ","$33,750 ",75%,Outlet
Amazon,1185732,12/4/22,Northeast,Massachusetts,Boston,Men's Apparel,$55.00 ,562,"$309,375 ","$108,282 ",88%,In-store
West Gear,1185732,12/4/22,Northeast,Maryland,Baltimore,Women's Apparel,$32.00 ,130,"$4,160 ","$1,830 ",110%,Online
Walmart,1128299,12/4/22,Southeast,Florida,Orlando,Men's Street Footwear,$60.00 ,1437,"$862,500 ","$258,750 ",75%,Outlet
Sports Direct,1185732,12/4/22,Midwest,North Dakota,Fargo,Women's Street Footwear,$37.00 ,147,"$5,458 ","$2,182 ",100%,Online
West Gear,1185732,12/4/22,Midwest,Indiana,Indianapolis,Men's Apparel,$55.00 ,187,"$10,312 ","$4,125 ",100%,Online
Foot Locker,1185732,12/4/22,Northeast,Connecticut,Hartford,Women's Athletic Footwear,$30.00 ,187,"$56,250 ","$22,500 ",100%,In-store
Sports Direct,1197831,12/4/22,South,Alabama,Birmingham,Women's Athletic Footwear,$37.00 ,350,"$12,950 ","$8,288 ",160%,Outlet
Foot Locker,1128299,12/4/22,West,Wyoming,Cheyenne,Men's Apparel,$45.00 ,375,"$168,750 ","$67,500 ",100%,In-store
West Gear,1185732,12/4/22,Midwest,Missouri,St. Louis,Men's Apparel,$33.00 ,245,"$8,085 ","$3,800 ",118%,Online
Kohl's,1197831,12/4/22,Midwest,Kansas,Wichita,Men's Apparel,$55.00 ,687,"$378,125 ","$132,345 ",88%,Online
Sports Direct,1185732,12/4/22,South,Mississippi,Jackson,Men's Street Footwear,$30.00 ,1562,"$468,750 ","$187,500 ",100%,Online
Walmart,1197831,12/4/22,South,Arkansas,Little Rock,Women's Apparel,$24.00 ,255,"$6,120 ","$3,120 ",128%,Online
Sports Direct,1197831,12/4/22,South,Texas,Dallas,Women's Apparel,$48.00 ,507,"$24,360 ","$17,052 ",175%,Online
Sports Direct,1128299,12/4/22,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$55.00 ,1312,"$721,875 ","$288,750 ",100%,Online
Foot Locker,1197831,12/4/22,West,Idaho,Boise,Women's Athletic Footwear,$50.00 ,1187,"$593,750 ","$296,875 ",125%,Online
Amazon,1185732,12/4/22,Southeast,North Carolina,Charlotte,Women's Street Footwear,$55.00 ,545,"$29,975 ","$15,288 ",128%,Online
Foot Locker,1185732,12/4/22,Midwest,Missouri,St. Louis,Men's Apparel,$23.00 ,192,"$4,428 ","$2,080 ",118%,Online
Amazon,1185732,12/4/22,Southeast,Kentucky,Louisville,Women's Apparel,$55.00 ,1000,"$550,000 ","$220,000 ",100%,Online
Sports Direct,1185732,12/5/22,Midwest,Michigan,Detroit,Men's Street Footwear,$50.00 ,1687,"$843,750 ","$421,875 ",125%,In-store
Foot Locker,1128299,12/5/22,West,Hawaii,Honolulu,Women's Athletic Footwear,$70.00 ,1312,"$918,750 ","$229,688 ",62%,Outlet
West Gear,1128299,12/5/22,Southeast,Florida,Orlando,Women's Athletic Footwear,$80.00 ,1500,"$1,200,000 ","$360,000 ",75%,In-store
Foot Locker,1185732,12/5/22,Northeast,New Hampshire,Manchester,Men's Street Footwear,$71.00 ,422,"$29,998 ","$16,498 ",138%,Online
Amazon,1185732,12/5/22,Northeast,Massachusetts,Boston,Women's Apparel,$65.00 ,280,"$18,200 ","$8,008 ",110%,Online
Kohl's,1185732,12/5/22,Northeast,New Jersey,Newark,Women's Street Footwear,$38.00 ,187,"$7,125 ","$3,562 ",125%,Online
Kohl's,1197831,12/5/22,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,$55.00 ,750,"$412,500 ","$165,000 ",100%,Online
Foot Locker,1185732,12/5/22,Northeast,West Virginia,Charleston,Women's Apparel,$70.00 ,1125,"$787,500 ","$315,000 ",100%,In-store
West Gear,1128299,12/5/22,West,California,San Francisco,Women's Apparel,$80.00 ,1812,"$1,450,000 ","$290,000 ",50%,Outlet
Kohl's,1197831,12/5/22,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,$23.00 ,227,"$5,232 ","$2,565 ",122%,Online
Kohl's,1189833,12/5/22,Midwest,Montana,Billings,Women's Street Footwear,$43.00 ,305,"$13,115 ","$7,475 ",142%,Online
Amazon,1185732,12/5/22,Northeast,Vermont,Burlington,Men's Athletic Footwear,$50.00 ,212,"$10,625 ","$6,375 ",150%,Online
Foot Locker,1185732,12/5/22,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$40.00 ,85,"$3,400 ","$1,292 ",95%,Outlet
Walmart,1128299,12/5/22,Southeast,Florida,Orlando,Men's Street Footwear,$72.00 ,540,"$38,880 ","$15,552 ",100%,Online
Sports Direct,1185732,12/5/22,Northeast,Connecticut,Hartford,Men's Street Footwear,$43.00 ,425,"$18,275 ","$8,590 ",118%,Outlet
Sports Direct,1197831,12/5/22,South,Tennessee,Knoxville,Men's Apparel,$40.00 ,687,"$275,000 ","$96,250 ",88%,Outlet
West Gear,1197831,12/5/22,West,Idaho,Boise,Men's Street Footwear,$45.00 ,1875,"$843,750 ","$295,312 ",88%,Online
Sports Direct,1128299,12/5/22,West,New Mexico,Albuquerque,Men's Athletic Footwear,$27.00 ,310,"$8,370 ","$3,850 ",115%,Outlet
Sports Direct,1197831,12/5/22,South,Tennessee,Knoxville,Men's Athletic Footwear,$23.00 ,545,"$12,535 ","$6,268 ",125%,Online
Walmart,1185732,12/5/22,South,Mississippi,Jackson,Women's Street Footwear,$37.00 ,420,"$15,540 ","$6,528 ",105%,Outlet
Amazon,1185732,12/5/22,West,Alaska,Anchorage,Men's Apparel,$56.00 ,102,"$5,740 ","$2,125 ",92%,Online
West Gear,1185732,12/5/22,West,Utah,Salt Lake City,Men's Athletic Footwear,$22.00 ,425,"$9,350 ","$3,928 ",105%,Outlet
West Gear,1128299,12/5/22,West,California,San Francisco,Women's Athletic Footwear,$55.00 ,1687,"$928,125 ","$232,032 ",62%,Outlet
Foot Locker,1185732,12/5/22,Northeast,New Hampshire,Manchester,Men's Apparel,$59.00 ,240,"$14,160 ","$4,815 ",85%,Outlet
Sports Direct,1185732,12/5/22,Northeast,Connecticut,Hartford,Men's Street Footwear,$40.00 ,1300,"$520,000 ","$208,000 ",100%,In-store
Foot Locker,1128299,12/5/22,West,Arizona,Phoenix,Women's Street Footwear,$41.00 ,367,"$15,068 ","$5,725 ",95%,Outlet
Sports Direct,1197831,12/5/22,South,Alabama,Birmingham,Men's Athletic Footwear,$55.00 ,1875,"$1,031,250 ","$515,625 ",125%,Outlet
Kohl's,1185732,12/6/22,Northeast,New York,Albany,Women's Street Footwear,$30.00 ,1375,"$412,500 ","$144,375 ",88%,In-store
Foot Locker,1185732,12/6/22,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$43.00 ,150,"$6,450 ","$2,968 ",115%,Outlet
Foot Locker,1128299,12/6/22,Southeast,Virginia,Richmond,Women's Apparel,$44.00 ,420,"$18,480 ","$6,468 ",88%,Outlet
Amazon,1185732,12/6/22,Northeast,Vermont,Burlington,Men's Athletic Footwear,$54.00 ,200,"$10,800 ","$6,048 ",140%,Online
Foot Locker,1185732,12/6/22,Northeast,Delaware,Wilmington,Women's Street Footwear,$50.00 ,130,"$6,500 ","$3,575 ",138%,Online
Sports Direct,1197831,12/6/22,West,Idaho,Boise,Women's Street Footwear,$60.00 ,1500,"$900,000 ","$360,000 ",100%,Online
Foot Locker,1185732,12/6/22,Northeast,New Hampshire,Manchester,Men's Street Footwear,$59.00 ,372,"$21,978 ","$9,450 ",108%,Outlet
Kohl's,1189833,12/6/22,Midwest,Montana,Billings,Women's Athletic Footwear,$40.00 ,1062,"$425,000 ","$170,000 ",100%,Outlet
Sports Direct,1185732,12/6/22,Northeast,Rhode Island,Providence,Men's Street Footwear,$40.00 ,262,"$10,500 ","$4,410 ",105%,Outlet
Foot Locker,1185732,12/6/22,Northeast,Rhode Island,Providence,Women's Apparel,$55.00 ,875,"$481,250 ","$192,500 ",100%,In-store
West Gear,1185732,12/6/22,Southeast,Florida,Orlando,Women's Athletic Footwear,$30.00 ,425,"$12,750 ","$4,718 ",92%,Outlet
Foot Locker,1185732,12/6/22,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$34.00 ,455,"$15,470 ","$7,115 ",115%,Online
Foot Locker,1185732,12/6/22,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$50.00 ,375,"$187,500 ","$65,625 ",88%,Outlet
Amazon,1185732,12/6/22,Northeast,Vermont,Burlington,Men's Street Footwear,$34.00 ,465,"$15,810 ","$6,958 ",110%,Outlet
Sports Direct,1185732,12/6/22,Northeast,New Jersey,Newark,Women's Street Footwear,$50.00 ,812,"$406,250 ","$162,500 ",100%,In-store
West Gear,1128299,12/6/22,West,Oregon,Portland,Women's Street Footwear,$70.00 ,1375,"$962,500 ","$336,875 ",88%,In-store
Foot Locker,1185732,12/6/22,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$43.00 ,120,"$5,160 ","$2,168 ",105%,Outlet
Foot Locker,1128299,12/6/22,West,Arizona,Phoenix,Men's Apparel,$43.00 ,180,"$7,740 ","$2,632 ",85%,Outlet
Sports Direct,1128299,12/6/22,Southeast,Virginia,Richmond,Men's Apparel,$72.00 ,332,"$23,940 ","$12,210 ",128%,Online
Sports Direct,1128299,12/6/22,West,Hawaii,Honolulu,Women's Apparel,$95.00 ,1312,"$1,246,875 ","$498,750 ",100%,Outlet
Walmart,1128299,12/6/22,Southeast,Florida,Orlando,Women's Street Footwear,$46.00 ,330,"$15,180 ","$5,465 ",90%,Outlet
Sports Direct,1197831,12/6/22,West,Idaho,Boise,Men's Athletic Footwear,$38.00 ,547,"$20,805 ","$8,945 ",108%,Outlet
Sports Direct,1185732,12/6/22,Northeast,Rhode Island,Providence,Women's Athletic Footwear,$36.00 ,170,"$6,120 ","$2,755 ",112%,Outlet
Foot Locker,1185732,12/6/22,Midwest,Nebraska,Omaha,Men's Street Footwear,$38.00 ,305,"$11,590 ","$6,258 ",135%,Online
Sports Direct,1185732,12/6/22,Northeast,New Jersey,Newark,Men's Apparel,$60.00 ,562,"$337,500 ","$101,250 ",75%,In-store
West Gear,1128299,12/6/22,South,Louisiana,New Orleans,Men's Street Footwear,$47.00 ,640,"$30,080 ","$14,138 ",118%,Outlet
West Gear,1128299,12/6/22,West,California,San Francisco,Men's Street Footwear,$45.00 ,755,"$33,975 ","$13,590 ",100%,Outlet
West Gear,1185732,12/7/22,West,Utah,Salt Lake City,Women's Athletic Footwear,$30.00 ,1000,"$300,000 ","$120,000 ",100%,In-store
Sports Direct,1185732,12/7/22,South,Mississippi,Jackson,Women's Apparel,$53.00 ,445,"$23,585 ","$12,972 ",138%,Outlet
Foot Locker,1185732,12/7/22,Northeast,New Hampshire,Manchester,Men's Street Footwear,$49.00 ,500,"$24,500 ","$11,515 ",118%,Outlet
West Gear,1185732,12/7/22,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,$49.00 ,255,"$12,495 ","$5,872 ",118%,Online
Sports Direct,1128299,12/7/22,West,New Mexico,Albuquerque,Women's Street Footwear,$60.00 ,1250,"$750,000 ","$262,500 ",88%,Online
Foot Locker,1185732,12/7/22,Northeast,New Hampshire,Manchester,Men's Apparel,$59.00 ,240,"$14,160 ","$4,815 ",85%,Outlet
Foot Locker,1128299,12/7/22,Southeast,Virginia,Richmond,Men's Athletic Footwear,$75.00 ,1875,"$1,406,250 ","$492,188 ",88%,In-store
Amazon,1185732,12/7/22,West,Alaska,Anchorage,Men's Athletic Footwear,$56.00 ,180,"$10,080 ","$4,535 ",112%,Online
Foot Locker,1185732,12/7/22,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$55.00 ,437,"$240,625 ","$96,250 ",100%,Outlet
Foot Locker,1128299,12/7/22,South,Louisiana,New Orleans,Women's Athletic Footwear,$75.00 ,1500,"$1,125,000 ","$450,000 ",100%,Online
Sports Direct,1197831,12/7/22,South,Texas,Dallas,Men's Apparel,$53.00 ,355,"$18,815 ","$9,030 ",120%,Online
Foot Locker,1185732,12/7/22,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,$35.00 ,437,"$153,125 ","$45,938 ",75%,Online
Foot Locker,1128299,12/7/22,Southeast,Virginia,Richmond,Men's Street Footwear,$49.00 ,620,"$30,380 ","$12,152 ",100%,Outlet
Kohl's,1185732,12/7/22,Northeast,Delaware,Wilmington,Women's Athletic Footwear,$51.00 ,210,"$10,710 ","$5,678 ",132%,Online
Sports Direct,1185732,12/7/22,Northeast,Connecticut,Hartford,Women's Athletic Footwear,$45.00 ,562,"$253,125 ","$75,938 ",75%,In-store
Foot Locker,1185732,12/7/22,Northeast,Rhode Island,Providence,Men's Street Footwear,$38.00 ,432,"$16,435 ","$6,245 ",95%,Outlet
West Gear,1185732,12/7/22,West,Utah,Salt Lake City,Women's Street Footwear,$25.00 ,875,"$218,750 ","$76,562 ",88%,In-store
Foot Locker,1128299,12/7/22,West,Arizona,Phoenix,Women's Athletic Footwear,$45.00 ,875,"$393,750 ","$137,812 ",88%,Online
Sports Direct,1185732,12/7/22,Southeast,North Carolina,Charlotte,Men's Apparel,$45.00 ,1312,"$590,625 ","$206,720 ",88%,Online
West Gear,1128299,12/7/22,South,Louisiana,New Orleans,Men's Street Footwear,$48.00 ,355,"$17,040 ","$8,860 ",130%,Online
Walmart,1128299,12/7/22,West,Hawaii,Honolulu,Women's Athletic Footwear,$65.00 ,1000,"$650,000 ","$162,500 ",62%,Outlet
Kohl's,1128299,12/7/22,West,New Mexico,Albuquerque,Men's Athletic Footwear,$50.00 ,372,"$18,625 ","$9,872 ",132%,Online
West Gear,1185732,12/7/22,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,$33.00 ,245,"$8,085 ","$4,448 ",138%,Online
Foot Locker,1185732,12/7/22,Southeast,Kentucky,Louisville,Women's Apparel,$66.00 ,200,"$13,200 ","$7,128 ",135%,Online
Kohl's,1185732,12/7/22,Northeast,Delaware,Wilmington,Men's Street Footwear,$34.00 ,367,"$12,495 ","$5,998 ",120%,Online
Foot Locker,1185732,12/7/22,Midwest,Iowa,Des Moines,Women's Athletic Footwear,$35.00 ,312,"$109,375 ","$32,812 ",75%,In-store
West Gear,1128299,12/7/22,Southeast,Florida,Orlando,Men's Apparel,$64.00 ,447,"$28,640 ","$7,448 ",65%,Outlet
Sports Direct,1128299,12/7/22,Southeast,Georgia,Atlanta,Women's Street Footwear,$50.00 ,342,"$17,125 ","$8,562 ",125%,Online
Foot Locker,1185732,12/7/22,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$55.00 ,312,"$171,875 ","$60,158 ",88%,Outlet
West Gear,1185732,12/8/22,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,$45.00 ,372,"$16,762 ","$7,040 ",105%,Online
Foot Locker,1128299,12/8/22,West,Hawaii,Honolulu,Women's Street Footwear,$56.00 ,245,"$13,720 ","$5,488 ",100%,Online
Foot Locker,1185732,12/8/22,Northeast,New Hampshire,Manchester,Women's Street Footwear,$44.00 ,225,"$9,900 ","$3,465 ",88%,Online
Kohl's,1189833,12/8/22,West,California,Los Angeles,Men's Apparel,$36.00 ,387,"$13,950 ","$8,230 ",148%,Outlet
West Gear,1185732,12/8/22,Midwest,Iowa,Des Moines,Men's Apparel,$60.00 ,437,"$262,500 ","$131,250 ",125%,In-store
Walmart,1128299,12/8/22,Southeast,Florida,Orlando,Women's Street Footwear,$55.00 ,280,"$15,400 ","$6,315 ",102%,Online
West Gear,1185732,12/8/22,Northeast,West Virginia,Charleston,Women's Street Footwear,$35.00 ,750,"$262,500 ","$105,000 ",100%,In-store
Foot Locker,1185732,12/8/22,Northeast,Rhode Island,Providence,Women's Street Footwear,$25.00 ,312,"$78,125 ","$31,250 ",100%,In-store
Foot Locker,1185732,12/8/22,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,$45.00 ,150,"$6,750 ","$3,038 ",112%,Online
Foot Locker,1185732,12/8/22,Midwest,Missouri,St. Louis,Men's Athletic Footwear,$32.00 ,282,"$9,040 ","$4,340 ",120%,Online
West Gear,1197831,12/8/22,South,Arkansas,Little Rock,Women's Street Footwear,$12.00 ,245,"$2,940 ","$1,382 ",118%,Outlet
Amazon,1185732,12/8/22,Northeast,Maine,Portland,Men's Apparel,$65.00 ,375,"$243,750 ","$60,938 ",62%,Outlet
Amazon,1185732,12/8/22,Southeast,Kentucky,Louisville,Women's Street Footwear,$35.00 ,625,"$218,750 ","$87,500 ",100%,Online
Kohl's,1185732,12/8/22,Northeast,New York,Albany,Men's Apparel,$60.00 ,387,"$23,250 ","$10,695 ",115%,Online
Foot Locker,1185732,12/8/22,Northeast,Connecticut,Hartford,Women's Street Footwear,$50.00 ,220,"$11,000 ","$4,950 ",112%,Online
Foot Locker,1128299,12/8/22,West,Hawaii,Honolulu,Men's Street Footwear,$79.00 ,525,"$41,475 ","$15,345 ",92%,Online
West Gear,1185732,12/8/22,Northeast,New York,Albany,Women's Street Footwear,$55.00 ,1562,"$859,375 ","$214,845 ",62%,In-store
Kohl's,1185732,12/8/22,West,Wyoming,Cheyenne,Women's Street Footwear,$40.00 ,1250,"$500,000 ","$175,000 ",88%,In-store
West Gear,1128299,12/8/22,West,California,San Francisco,Men's Street Footwear,$62.00 ,682,"$42,315 ","$19,465 ",115%,Online
Foot Locker,1185732,12/8/22,Southeast,South Carolina,Charleston,Men's Apparel,$55.00 ,1750,"$962,500 ","$336,875 ",88%,Online
Amazon,1185732,12/8/22,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,$54.00 ,217,"$11,745 ","$6,342 ",135%,Online
Kohl's,1189833,12/8/22,West,California,Los Angeles,Women's Athletic Footwear,$47.00 ,440,"$20,680 ","$9,305 ",112%,Online
Foot Locker,1128299,12/8/22,West,Hawaii,Honolulu,Men's Apparel,$83.00 ,220,"$18,260 ","$5,478 ",75%,Online
Foot Locker,1185732,12/8/22,Northeast,Connecticut,Hartford,Men's Athletic Footwear,$51.00 ,252,"$12,878 ","$6,568 ",128%,Online
Foot Locker,1185732,12/8/22,South,Tennessee,Knoxville,Men's Street Footwear,$32.00 ,297,"$9,520 ","$4,760 ",125%,Online
Foot Locker,1185732,12/8/22,Midwest,Missouri,St. Louis,Women's Apparel,$36.00 ,320,"$11,520 ","$7,488 ",162%,Online
Amazon,1185732,12/8/22,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,$35.00 ,132,"$4,638 ","$1,485 ",80%,Outlet
Foot Locker,1185732,12/8/22,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$37.00 ,515,"$19,055 ","$8,575 ",112%,Online
West Gear,1185732,12/8/22,Midwest,Iowa,Des Moines,Women's Apparel,$30.00 ,625,"$187,500 ","$75,000 ",100%,In-store
Foot Locker,1185732,12/9/22,Southeast,Kentucky,Louisville,Men's Apparel,$54.00 ,170,"$9,180 ","$4,315 ",118%,Online
Sports Direct,1185732,12/9/22,Northeast,Rhode Island,Providence,Men's Athletic Footwear,$46.00 ,157,"$7,245 ","$3,260 ",112%,Online
Foot Locker,1185732,12/9/22,Midwest,Missouri,St. Louis,Men's Apparel,$43.00 ,202,"$8,708 ","$4,180 ",120%,Online
Foot Locker,1128299,12/9/22,West,Arizona,Phoenix,Women's Apparel,$64.00 ,245,"$15,680 ","$5,645 ",90%,Online
West Gear,1185732,12/9/22,Midwest,Indiana,Indianapolis,Men's Apparel,$45.00 ,500,"$225,000 ","$90,000 ",100%,In-store
Sports Direct,1197831,12/9/22,South,Alabama,Birmingham,Men's Athletic Footwear,$49.00 ,537,"$26,338 ","$16,855 ",160%,Online
Amazon,1185732,12/9/22,Northeast,Maine,Portland,Women's Apparel,$40.00 ,625,"$250,000 ","$100,000 ",100%,Outlet
Kohl's,1185732,12/9/22,Northeast,New York,Albany,Men's Apparel,$49.00 ,362,"$17,762 ","$7,992 ",112%,Online
Foot Locker,1185732,12/9/22,Midwest,Illinois,Chicago,Men's Apparel,$60.00 ,312,"$187,500 ","$65,625 ",88%,Outlet
West Gear,1197831,12/9/22,West,Idaho,Boise,Men's Apparel,$43.00 ,395,"$16,985 ","$5,775 ",85%,Outlet
Kohl's,1189833,12/9/22,West,California,Los Angeles,Men's Athletic Footwear,$55.00 ,2125,"$1,168,750 ","$292,188 ",62%,Outlet
Sports Direct,1197831,12/9/22,Midwest,Illinois,Chicago,Men's Street Footwear,$20.00 ,1812,"$362,500 ","$108,750 ",75%,Outlet
Kohl's,1185732,12/9/22,West,Wyoming,Cheyenne,Men's Athletic Footwear,$45.00 ,1500,"$675,000 ","$202,500 ",75%,In-store
Amazon,1185732,12/9/22,Northeast,Vermont,Burlington,Men's Athletic Footwear,$44.00 ,247,"$10,890 ","$5,335 ",122%,Outlet
Sports Direct,1185732,12/9/22,Northeast,Massachusetts,Boston,Women's Apparel,$55.00 ,220,"$12,100 ","$4,960 ",102%,Online
Sports Direct,1185732,12/9/22,Midwest,Michigan,Detroit,Women's Street Footwear,$25.00 ,1187,"$296,875 ","$89,062 ",75%,In-store
Sports Direct,1185732,12/9/22,Northeast,Massachusetts,Boston,Women's Athletic Footwear,$42.00 ,90,"$3,780 ","$1,512 ",100%,Online
